"","x"
"1",-1.77195684193188
"2",0.00191228158801936
"3",-0.0200122793460704
"4",-0.0144458577012839
"5",-0.0107423597722751
"6",-0.0146995489730523
"7",-0.00897434140778233
"8",0.00309764599802206
"9",-0.00340659114297324
"10",0.000541574351474426
"11",0.00438284876212147
"12",0.0156617985412538
"13",0.000658500590713984
"14",0.0290985583520755
"15",-0.00901816483965556
"16",0.0132741703378062
"17",0.0259317621203222
"18",0.0241500537010414
"19",0.0304490097626474
"20",0.0217532515392229
"21",0.019426267549375
"22",0.0420000683163826
"23",-0.019630423041728
"24",-0.00367236691994941
"25",-0.00172827950548056
"26",-0.0106258512433297
"27",-0.00140670404171611
"28",-0.00401394931299607
"29",0.0141678730810334
"30",-0.0274635484403763
"31",0.0235194554097192
"32",-0.00615942973977769
"33",-0.0342618892044747
"34",-0.0223188279229431
"35",0.0272968079564308
"36",-0.0336459218385481
"37",-0.0036650989370808
"38",-0.0393772374172326
"39",0.0100008073796288
"40",-0.00676982887906052
"41",-0.0429030118854721
"42",0.00780610241597698
"43",-0.0146688121603345
"44",0.0215927132149666
"45",0.00332231970713776
"46",0.00460174157870404
"47",-0.013184679593534
"48",-0.0466650658392286
"49",-0.0314805703089329
"50",0.051850821266913
"51",-0.0732335083185446
"52",-0.0299015827862358
"53",-0.0326608696235045
"54",-0.0189245887149431
"55",-0.0364682390120067
"56",-0.0448682399513555
"57",-0.0126579686083506
"58",-0.0829672080855122
"59",-0.031292158425495
"60",-0.0465710862962362
"61",-0.0558599417116229
"62",-0.0972869153241921
"63",-0.0839530659240661
"64",-0.0488508742961724
"65",-0.0599022806668162
"66",-0.0280503994681895
"67",-0.043946727974428
"68",-0.0250201981765807
"69",-0.00916093012801297
"70",-0.0506777181297992
"71",-0.0388676255510453
"72",-0.0984430713247354
"73",-0.103431679899894
"74",-0.0301010288687902
"75",-0.0484303441836713
"76",-0.0531672188186097
"77",-0.0981935175065108
"78",-0.0363519270289749
"79",-0.032664437338722
"80",-0.10612810185962
"81",-0.0815211760970994
"82",-0.0979802672178655
"83",-0.0961747378135342
"84",-0.0759432021042346
"85",-0.118349906050503
"86",-0.109811091338037
"87",-0.139679433336652
"88",-0.166393515316812
"89",-0.186226040913631
"90",-0.120865336281805
"91",-0.1110923111015
"92",-0.138890926461775
"93",-0.114186556144302
"94",-0.118294697110745
"95",-0.151396025971233
"96",-0.166209020354476
"97",-0.14059277513857
"98",-0.218574576939652
"99",-0.142129654787731
"100",-0.18078151005014
"101",-0.138433372030085
"102",-0.199572253301546
"103",-0.175140902035439
"104",-0.164957341362047
"105",-0.176572764057541
"106",-0.160381620797424
"107",-0.172999103722616
"108",-0.240494316081752
"109",-0.141745031421282
"110",-0.155297179535417
"111",-0.196908606877071
"112",-0.202395763602344
"113",-0.292016590802047
"114",-0.250657257511803
"115",-0.207653233391376
"116",-0.228265083140154
"117",-0.176280120143211
"118",-0.199212200690206
"119",-0.291215268239143
"120",-0.279672940266654
"121",-0.294871937478926
"122",-0.254087778886051
"123",-0.25774422496358
"124",-0.323668789887356
"125",-0.278035355849695
"126",-0.26844626385272
"127",-0.322327355751461
"128",-0.302925613383868
"129",-0.328618070124308
"130",-0.335822859278576
